module,submodule,annotation,code
corpes,corpesfc,extends DefaultCommand,public class AjusteMaterialWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteIndiceDifMatWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteMatAvisoWDBPHandlers extends DefaultCommand{
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""RegraAjusteMaterialAction"", referedInterface = WDBPanelAction.class)"
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteMatProcVincMatWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class BrasindiceWDBPHandlers extends DefaultCommand{
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ConvenioBrasindiceAction"", referedInterface = WDBPanelAction.class)"
corpes,corpesfc,extends DefaultCommand,public class ConvenioCargaPrecoWDBPHandlers extends DefaultCommand {
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""RegraAjusteGruposAction"", referedInterface = WDBPanelAction.class)"
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteIndiceDifWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteMatAvisoWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteMaterialWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraAjusteMatProcVincWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioPrecoFornecWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioPrecoMatFornecWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class MatConvenioRegraQtdeTxWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class MatConvenioRegraQtdeWDBPHandlers extends DefaultCommand {
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ConvenioSimproAction"", referedInterface = WDBPanelAction.class)"
corpes,corpesfc,extends DefaultCommand,public class SimproWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioPrecoMatAdicWDBP extends DefaultCommand {
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ConvenioPrecoMatAction"", referedInterface = WDBPanelAction.class)"
corpes,corpesfc,extends DefaultCommand,public class ConvenioPrecoMatWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraPercVigenteWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class convenioServicoWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvAjusteUcoCbhpmWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioTaxaProcedimentoWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class examesWDBPBeforePost extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvAjustePorteCbhpmWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraAltaTxDiariaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraPrecoProcCritWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraPrecoProcWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioTaxaServicoWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioTaxaCirurgiaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class AgendaRegraProcConvWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraArredProcWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraArredMatWDBPBeforePost extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class EmpresaContratoCheckupWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ContratoTipoCheckupPfWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class EmpresaPessoaCheckupWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioContaContabilWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioHistPadraoWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraContaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraContaMatWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraContaProcWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class contasLiberadasWDBPonInsertUpdade extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convenioRegraGlosaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescEstrutWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraExigeDescContaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescItemEmiteContaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescItemMatWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescItemProcWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescWDBPBHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraEstrutDescWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraDescontoWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraFilmeWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class conversaoPorteWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convMascaraSenhaWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convRegraAgrupamentoMatWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraAlertaWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraDadosUsuarioWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class convRegraDuplicProcWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraEnvioProtocoloWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convRegraExportFuncaoWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convRegraTaxaRepousoWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convTaxaFatDiretoWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDataConversaoMatWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDataConversaoProcWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioDeclaracaoRelWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioFechamentoWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvFechamentoTipoProtWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class InterfaceWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class KitMaterialContaWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraLiberacaoAtendimentoWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraLiberacaoConvenioFuncao extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraDietaAcompWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraConvenioPjWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvTipoProtocoloAuditWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraProtQtdeContasWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class LiberacaoProtocoloSetorWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraProtTipoAtendWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraProtTipoGuiaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TipoProtLibConvWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class MoedaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ParametroNotaFiscalListaWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ParametroNfsObservacaoWDBP extends DefaultCommand{
corpes,corpesfc,extends WhebAction,public class ParametroNfsObservacaoWDBPAction extends WhebAction{
corpes,corpesfc,extends DefaultCommand,public class ParametroNfsVigenciaWDBP extends DefaultCommand {
corpes,corpesfc,extends WhebAction,public class ConvenioProcedPadraoAction extends WhebAction{
corpes,corpesfc,extends DefaultCommand,public class ConvenioProcedPadraoWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraProcPrincWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvProcCancelAtendWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAcrescimoMatEspWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAgeconsConvenioWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraFaturMatWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraFaturProcWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraAtendWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraGerarAutorAgrupWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAutorVigenciaWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraBloqueioHonorarioAposCirurgiaWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraCalculoConta extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraCancelContaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraCobrancaHonorWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescItemEmiteContaWDBPOnInsertUpdate extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraDescItemProcWJPHandler extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class regraDesdobramentoAutWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraEntregaWDBPBeforePost  extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraDiariaTxCritWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraExclTaxaWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraExecLibPrescrMatWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraExigeCirurgiaContaWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraGastosRnWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraPacoteCriterioWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraPacoteWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraAtendAgendaWDPBHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraProcGvWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraVagasGerarAutorizacaoWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraHonorGlosaWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convenioRegraImpGuiaWDBPOnInsertUpdate extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraJurosImpostoRecebWDBPonInsertUpdateWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraMascaraUsuarioWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraMedicoWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraMedicoConvenioWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraMsgCodigoUsuarioWDBPonInserUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraConvPlanoItemWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraConvenioPlanoWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraConvenioPlanoMatWDBPHandlers extends DefaultCommand{
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""CorpesfcAgendaAction"", referedInterface = WCPanelAction.class)"
corpes,corpesfc,extends DefaultCommand,public class RegraSenhaConvenioWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraSeqContaWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class convRegraTxDesfechoWDBPOnInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraTxPacoteItemWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraTxPacoteWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraTxPacoteCirurgiaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraTxTempoSetorWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraUsuarioCategoriaWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraUsuarioPlanoWDBPOnInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvRegraValorContaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class regraVencimentoProtocoloWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class rotinaDigitoCodUsuarioWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class taxaCoparticipacaoWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraQtdMatWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraProcExclusivoWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioRegraQtdProcWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvRegraMatExclusivoWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class convUsuarioEmpresaWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class bloqueioWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class convenioEmpresaBloqueioWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class ConvenioEstabelecimentoWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class convenioRegraVencRetWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraIpeAutorizacaoWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class MedicoConvenioWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class ConvenioPrestadorWDBPonInsertUpdate extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissMotivoGlosaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class tissMotivoGlosaWDBPOnInsertUpdate extends DefaultCommand{
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ExportarParametrosTissAction"", referedInterface = WExporterAction.class)"
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ImportarParametrosTissAction"", referedInterface = WImporterAction.class)"
corpes,corpesfc,extends DefaultCommand,public class RegraCampoPrestWDBPBeforePost extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraCamposWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraArqAdicCritWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraArquivoAdicWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissParticAdicWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraParticAdicWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraAgrupWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraProcXmlWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraCodPrestadorWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraParticWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraEquipeWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraExecComplWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class tissRegraGuiaWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraGuiaAdicWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraGuiaPrestWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraGuiaPrincWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class RegraHonorRiWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraLoteGuiaWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraMatOpmWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraPrestOrigemWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraPrestadorSolicWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraRetGuiaWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraRetValorWDBP extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraTipoProcWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class RegraValorProcWDBPBeforePost extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraHonorSpsadtWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class tissRegraValorMatWDBP extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissParametrosGeralWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class parametrosItensGuiaWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class tissParametrosInfAtendWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class tissParametrosPrestadorWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissParametrosConvenioWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class tissRegraCampoProcWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissCampoEspComplWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class tissCampoEspConvWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class tissRegraCampoEspWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissRegraPrestEquipeWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissRegraParticAdicWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissRegraTabelaMatWDBPHandlers extends DefaultCommand {
corpes,corpesfc,extends DefaultCommand,public class TissRegraTussFiltroWDBPHandlers extends DefaultCommand{
corpes,corpesfc,extends DefaultCommand,public class TissRegraTussWDBPHandlers extends DefaultCommand{
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""CarregaMatConvCsvAction"", referedInterface = WImporterAction.class)"
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""CarregarInterfaceWImporterAction"", referedInterface = WImporterAction.class)"
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ConvImportacaoWImporterAction"", referedInterface = WImporterAction.class)"
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""ImportarRegraAjusteMatWCargaAction"", referedInterface = WCargaProcess.class)"
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""RelacMedicoAutorIPEWImporterAction"", referedInterface = WImporterAction.class)"
corpes,corpesfc,@NamedAction,"@NamedAction(name = ""TabelaCargaPrecoWCargaAction"", referedInterface = WCargaProcess.class)"
corpes,corpesfd,@TasyFeature,"@TasyFeature(""CorPesFD"")"
corpes,corpesfd,extends DefaultCommand,public class PeopleControlTypeInterceptor extends DefaultCommand {
corpes,corpesfd,@NamedAction,"@NamedAction(name=""printReportAction"", referedInterface= ReportAction.class)"
corpes,corpesfe,@TasyFeature,"@TasyFeature(""CorPesFE"")"
corpes,corpesfe,@NamedAction,"@NamedAction(name = ""pessoa_fisica_externo_wcp_action"", referedInterface = WCPanelAction.class)"
corpes,corpesff,@TasyFeature,"@TasyFeature(""CorPesFF"")"
corpes,corpesff,@NamedAction,"@NamedAction(name = ""corpesff.AssessmentTypeLookupAction"", referedInterface = NativeLookupAction.class)"
corpes,corpesff,extends DefaultCommand,public class DependentesDBP extends DefaultCommand {
corpes,corpesff,extends DefaultCommand,public class EmployeeDataDBPAction extends DefaultCommand {
corpes,corpesff,extends DefaultCommand,public class PersonClassificationDBPAction extends DefaultCommand {
corpes,corpesff,extends DefaultCommand,public class PersonComplementaryDataResidenceDBPAction extends DefaultCommand {
corpes,corpesff,@NamedAction,"@NamedAction(name = ""corpesff.PessoaFisicaWDBPAction"", referedInterface = WDBPanelAction.class)"
corpes,corpesff,extends DefaultCommand,public class PersonDBPAction extends DefaultCommand {
corpes,corpesff,extends DefaultCommand,public class PersonWorkplaceDBPAction extends DefaultCommand {
corpes,corpesff,extends DefaultCommand,public class MailDocumentationWDBP extends DefaultCommand {
corpes,corpesff,extends DefaultCommand,public class CostCenterDBPAction extends DefaultCommand {
corpes,corpesfu,@TasyFeature,"@TasyFeature(""CorPesFU"")"
corpes,corpesfu,@NamedAction,"@NamedAction(name = ""CorPesFUEntityLegalAction"", referedInterface = WCPanelAction.class)"
corpes,corpesfu,@NamedAction,@NamedAction(
corpes,corpesfu,@NamedAction,"@NamedAction(name = ""CorPesFUPessoaJuridicaBRAction"", referedInterface = WCPanelAction.class)"
corpes,corpesfu,@NamedAction,"@NamedAction(name = ""CorPesFUPessoaJuridicaMXAction"", referedInterface = WCPanelAction.class)"
corpes,corpesfy,@TasyFeature,"@TasyFeature(""CorPesFY"")"
corpes,corpesfy,@NamedAction,"@NamedAction(name = ""corpesfy.LocalizadorMedico"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,@NamedAction,"@NamedAction(name = ""pessoa_fisica_wcp_action"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,extends WhebAction,public class CorPesFzVOExtendAction extends WhebAction {
corpes,corpesfz,@NamedAction,"@NamedAction(name = ""find_patients_action"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,extends WhebAction,public class PeopleFinderWhebAction extends WhebAction{
corpes,corpesfz,@TasyFeature,"@TasyFeature(""AtePacFX"")"
corpes,corpesfz,@NamedAction,"@NamedAction(name = ""AtePac_Case_Action"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,@NamedAction,"@NamedAction(name = ""AtePac_FX8408Action"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,@NamedAction,"@NamedAction(name = ""AtePacFXSetorAction"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,extends WhebAction,public class TreeViewFunctions extends WhebAction {
corpes,corpesfz,@TasyFeature,"@TasyFeature(""CorPesFzCommonService"")"
corpes,corpesfz,extends WhebAction,public class GenericMethodsServer extends WhebAction {
corpes,corpesfz,@NamedAction,"@NamedAction(name = ""RecentPatientsAction"", referedInterface = WCPanelAction.class)"
corpes,corpesfz,@TasyFeature,"@TasyFeature(""PeopleFinderServer"")"
corpes,corpesgc,@TasyFeature,"@TasyFeature(""CorPesGC"")"
corpes,corpespc,@TasyFeature,"@TasyFeature(""CorPesPC"")"
corpla,corplaf2,@TasyFeature,"@TasyFeature(""CorPlaF2"")"
corpla,corplaf2,@NamedAction,"@NamedAction(name = ""visualGridMensalAction"", referedInterface = WCPanelAction.class)"
corpla,corplaf2,@W,@WChartAction(694711)
corpla,corplaf2,@W,    @WChartSerieResource(694711)
corpla,corplaf2,@W,@WChartAction(671145)
corpla,corplaf2,@W,    @WChartSerieResource(698749)
corpla,corplaf2,@W,@WChartAction(671874)
corpla,corplaf2,@W,    @WChartSerieResource(694604)
corpla,corplaf2,@W,    @WChartSerieResource(694605)
corpla,corplaf2,@W,@WChartAction(671245)
corpla,corplaf2,@W,    @WChartSerieResource(694553)
corpla,corplaf2,@W,    @WChartSerieResource(694554)
corpla,corplaf2,@NamedAction,"@NamedAction(name = ""CorPlaF2.consultationsWCP.Action"", referedInterface = WCPanelAction.class)"
corpla,corplaf2,extends DefaultCommand,public class BscIndicadorWDBPHandler extends DefaultCommand {
corpla,corplaf2,extends DefaultCommand,public class BscIndInfWDBP extends DefaultCommand {
corpla,corplaf2,extends DefaultCommand,public class BscIndInfAnaliseWDBPPost extends DefaultCommand{
corpla,corplaf2,extends WhebAction,public class ComparativeChart extends WhebAction{
corpla,corplaf2,@W,@WChartAction(1073188)
corpla,corplaf2,@W,    @WChartSerieResource(1073189)
corpla,corplaf2,@W,    @WChartSerieResource(1073190)
corpla,corplaf2,@W,    @WChartSerieResource(1073191)
corpla,corplaf2,@W,@WChartAction(1074322)
corpla,corplaf2,@W,    @WChartSerieResource(1074322)
corpla,corplaf2,@W,    @WChartSerieResource(1074323)
corpla,corplaf2,@W,    @WChartSerieResource(1074324)
corpla,corplaf2,@W,    @WChartSerieResource(1074325)
corpla,corplaf2,@W,@WChartAction(673495)
corpla,corplaf2,extends WhebAction,public class ComparativeWChart extends WhebAction{
corpla,corplaf2,@W,    @WChartSerieResource(687717)
corpla,corplaf2,@W,    @WChartSerieResource(687719)
corpla,corplaf2,@W,    @WChartSerieResource(687721)
corpla,corplaf2,@W,    @WChartSerieResource(687730)
corpla,corplaf2,@W,    @WChartSerieResource(687778)
corpla,corplaf2,extends DefaultCommand,public class BscCalculoWDBPHandler extends DefaultCommand {
corpla,corplaf2,@NamedAction,"@NamedAction(name = ""bscIndicadoresWJTNAction"", referedInterface = WhebActionWJTreeNew.class)"
corpla,corplaf2,extends WhebAction,public class bscIndicadoresWJTNAction extends WhebActionWJTreeNew {
corpla,corplaf2,@W,"@WStrategicMapAction(""strategicMapBSCAction"")"
corpls,corplsa1,@TasyFeature,"@TasyFeature(""CorPlsA1"")"
corpls,corplsa1,@NamedAction,"@NamedAction(name = ""corPlsA1activatorA100Export"", referedInterface = WExporterActivator.class)"
corpls,corplsa1,@NamedAction,"@NamedAction(name = ""ImportReturnFileA100Action"", referedInterface = WImporterAction.class)"
corpls,corplsa1,@NamedAction,"@NamedAction(name = ""ImportReturnA1300Action"", referedInterface = WImporterAction.class)"
