module,submodule,annotation,code
atepac,atepacoe,@NamedAction,"@NamedAction(name = ""CPOEReleasePrescriptionModifiedItems"", referedInterface = AbstractWChecklistWithFilterAction.class)"
atepac,atepacoe,@NamedAction,"@NamedAction(name = ""CPOEReleasePrescriptionModifiedSection"", referedInterface = AbstractWChecklistWithFilterAction.class)"
atepac,atepacoe,@NamedAction,"@NamedAction(name = ""CPOEReleasePrescriptionNewItems"", referedInterface = AbstractWChecklistWithFilterAction.class)"
atepac,atepacoe,@NamedAction,"@NamedAction(name = ""CPOEReleasePrescriptionNewSection"", referedInterface = AbstractWChecklistWithFilterAction.class)"
atepac,atepacoe,extends WhebAction,public class CallIntegrationsAfterRelease extends WhebAction{
atepac,atepacoe,extends WhebAction,public class CPOEReleaseAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public abstract class IIntegrationAfterRelease extends WhebAction implements Runnable {
atepac,atepacoe,extends WhebAction,public class ObtainItensForLiberation extends WhebAction {
atepac,atepacoe,extends WhebAction,public class HemodialysisReleaseAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class HemodialysisQuery extends WhebAction {
atepac,atepacoe,extends WhebAction,public class PeritonealDialysisReleaseAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class PeritonealDialysisQuery extends WhebAction {
atepac,atepacoe,extends WhebAction,public class ItensDescontinuarSuspAction extends WhebActionEstaticoServidor {
atepac,atepacoe,extends WhebAction,public class ItensModificadosAction extends WhebActionEstaticoServidor {
atepac,atepacoe,extends WhebAction,public class LiberacaoItensHoudiniAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class RetrogradeAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class RevalidationItemsAction extends WhebAction {
atepac,atepacoe,@NamedAction,"@NamedAction(name = ""CPOERevalidationActivation"", referedInterface = AbstractWChecklistWithFilterAction.class)"
atepac,atepacoe,extends WhebAction,public class StandardsInconsistenciesAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public abstract class IRulesInconsistenciesImpl extends WhebAction implements IRulesInconsistencies {
atepac,atepacoe,extends WhebAction,public class ItemOptionAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class SuspendItemAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class SuspendScheduleAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class DialysisSuspensionAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class HemotherapySuspensionAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class HemotherapyAssocItemSuspensionAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class PeritonealDialysisSuspensionAction extends WhebAction {
atepac,atepacoe,extends WhebAction,public class MainSolutionConsistency extends WhebAction {
atepac,atepacoe,extends WhebAction,public class ComponentDateCPOE extends WhebAction {
atepac,atepacoe,extends WhebAction,public class DateUtils extends WhebAction {
atepac,atepacof,extends WhebAction,public class AtePacOFSchematicInterceptor extends WhebAction implements SchematicMetadataInterceptorInterface {
atepac,atepacof,@TasyFeature,"@TasyFeature(""AtePacOF"")"
atepac,atepacof,extends DefaultCommand,public class OftAnamneseInterceptor extends DefaultCommand {
atepac,atepacof,extends DefaultCommand,public class MedAvaliacaoPacienteOftInterceptor extends DefaultCommand  {
atepac,atepacof,extends DefaultCommand,public class OftAutoRefracaoInterceptor extends DefaultCommand {
atepac,atepacof,extends DefaultCommand,public class OftBiomicroscopiaInterceptor extends DefaultCommand {
atepac,atepacof,@NamedAction,"@NamedAction(name = ""oftCondutaWDBPAction.atepacof"", referedInterface = WDBPanelAction.class)"
atepac,atepacof,extends WhebAction,public class SetoresCondutaAction extends WhebAction {
atepac,atepacof,extends DefaultCommand,public class OftConsultaInterceptor extends DefaultCommand  {
atepac,atepacof,extends WhebAction,public class GerarDiagnosticoAntecedentesAction extends WhebAction {
atepac,atepacof,extends WhebAction,public class GerarDiagnosticoAtendOftalmoAction extends WhebAction {
atepac,atepacof,extends DefaultCommand,public class OftDiagnosticoInterceptor extends DefaultCommand  {
atepac,atepacof,extends DefaultCommand,public class DiagnosticoAtendimentoWDBP extends DefaultCommand {
atepac,atepacof,extends DefaultCommand,public class OftEvolucaoPacienteWDBPInterceptor extends DefaultCommand {
atepac,atepacof,@NamedAction,"@NamedAction(name = ""oftEvolucaoWDBPAction.atepacof"", referedInterface = WDBPanelAction.class)"
atepac,atepacof,extends WhebAction,public class GEDAction extends WhebAction {
atepac,atepacof,extends DefaultCommand,public class HistSaudeReconcWDBPInterceptor extends DefaultCommand {
atepac,atepacof,@NamedAction,"@NamedAction(name=""examesNaoLaudadosWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacof,@NamedAction,"@NamedAction(name=""laudoPacienteWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacof,@NamedAction,"@NamedAction(name= ""OftOrientacaoGeralWDBPAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacof,extends DefaultCommand,public class OftRefracaoInterceptor extends DefaultCommand {
atepac,atepacof,extends DefaultCommand,public class OftRefracaoInterceptor extends DefaultCommand {
atepac,atepacof,extends DefaultCommand,public class PedidoExameExternoItemInterceptor extends DefaultCommand {
atepac,atepacof,extends WhebAction,public class SurgeriesData extends WhebAction {
atepac,atepacof,@NamedAction,"@NamedAction(name = ""OftTomografiaOlhoWDBPAction.atepacof"", referedInterface = WDBPanelAction.class)"
atepac,atepacof,@NamedAction,"@NamedAction(name = ""AtivarAgendaConsultaAction"", referedInterface = WCPanelAction.class)"
atepac,atepacof,@NamedAction,"@NamedAction(name = ""atepacof.ativarAgendasConsulta"", referedInterface = NativeLookupAction.class)"
atepac,atepacof,@NamedAction,"@NamedAction(name = ""AtivarAgendaExameAction"", referedInterface = WCPanelAction.class)"
atepac,atepacof,@NamedAction,"@NamedAction(name = ""atepacof.ativarAgendasExame"", referedInterface = NativeLookupAction.class)"
atepac,atepacof,@W,"@WDynamicFormMetadataInterceptor(""atepacof.formwdf"")"
atepac,atepacof,extends WhebAction,public class FormWDFService extends WhebAction {
atepac,atepacof,extends DefaultCommand,public class pacienteRepPrescricaoWDBPInterceptor extends DefaultCommand {
atepac,atepacof,@W,"@WDynamicFormMetadataInterceptor(""atepacof.integratedViewWDF"")"
atepac,atepacof,extends WhebAction,class IntegratedVisualizationService extends WhebAction {
atepac,atepacof,extends DefaultCommand,public class JustificationSolicitationInterceptor extends DefaultCommand {
atepac,atepacof,@NamedAction,"@NamedAction(name = ""AtivarMinhasAgendasAction"", referedInterface = WCPanelAction.class)"
atepac,atepacof,extends WhebAction,public class ChangeStatusPatientConsultation extends WhebAction {
atepac,atepacof,extends DefaultCommand,public class OftSurgeriesInterceptor extends DefaultCommand {
atepac,atepacof,extends WhebAction,public class OftSurgeriesReports extends WhebActionServidor {
atepac,atepacof,@W,@WImageAddInterceptor(1059939)
atepac,atepacof,extends WhebAction,public class SchemeImageDrawInterceptor extends WhebActionServidor implements WImageAddInterceptorInterface {
atepac,atepacof,extends WhebAction,public class AnexarArquivosAction extends WhebAction{
atepac,atepacof,extends WhebAction,public class InconsistenciaAction extends WhebAction {
atepac,atepacof,extends WhebAction,public class GetMacroValuesAction extends WhebAction {
atepac,atepacof,@NamedAction,"@NamedAction(name=""TodasImagensExamesAction"", referedInterface = WCPanelAction.class)"
atepac,atepacon,@NamedAction,"@NamedAction(name = ""NutGiudancePatternAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacop,@NamedAction,"@NamedAction(name = ""atepacop.ativarOrdemProducaoOpm"",  referedInterface = WDBPanelAction.class)"
atepac,atepacop,extends DefaultCommand,public class OrdemProducaoCompOPMInterceptor extends DefaultCommand {
atepac,atepacop,@NamedAction,"@NamedAction(name = ""atepacop.prescricaoOPMGeradaAction"", referedInterface = WCPanelAction.class)"
atepac,atepacop,@NamedAction,"@NamedAction(name = ""atepacop.agendasAction"", referedInterface = WCPanelAction.class)"
atepac,atepacoq,@TasyFeature,"@TasyFeature(""AtePacOQ"")"
atepac,atepacoq,@W,"@WCalendarInterceptor(""atepacoq.occupancyconsultation"")"
atepac,atepacoq,extends WhebAction,public class OccupancyConsultationWCAction extends WhebAction implements WCalendarInterceptorInterface {
atepac,atepacot,@TasyFeature,"@TasyFeature(""AtePacOT"")"
atepac,atepacot,extends WhebAction,public class EhrElementoAction extends WhebAction {
atepac,atepacot,extends WhebAction,public class LoadFieldsInsert extends WhebAction {
atepac,atepacot,@NamedAction,"@NamedAction(name = ""AtePacOT.InternalTablesTreeAction"", referedInterface = WhebActionWJTreeNew.class)"
atepac,atepacot,extends WhebAction,public class InternalTablesTreeAction extends WhebActionWJTreeNew {
atepac,atepacot,@NamedAction,"@NamedAction(name = ""AtePacOt.OntologyRegistration"", referedInterface = WCPanelAction.class)"
atepac,atepacot,@NamedAction,"@NamedAction(name = ""AtePacOt.SnomedConditionOptionsAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacot,extends WhebAction,public class TableFilterListAction extends WhebAction {
atepac,atepacot,extends WhebAction,public class SnomedAction extends WhebAction {
atepac,atepacot,@NamedAction,"@NamedAction(name = ""AtePacOT.ConceptsTreeAction"", referedInterface = WhebActionWJTreeNew.class)"
atepac,atepacot,extends WhebAction,public class SnomedConceptTreeBaseAction extends WhebActionWJTreeNew {
atepac,atepacot,@NamedAction,"@NamedAction(name = ""AtePacOT.ConceptsReverseTreeAction"", referedInterface = WhebActionWJTreeNew.class)"
atepac,atepacot,extends DefaultCommand,public class ResCadastroOntologiaPhiDelete extends DefaultCommand {
atepac,atepacot,extends DefaultCommand,public class ResCadastroOntologiaPhiInsertUpdate  extends DefaultCommand {
atepac,atepacp2,@TasyFeature,"@TasyFeature(""AtePacP2"")"
atepac,atepacp2,extends WhebAction,public class NursingTeamAction extends WhebAction {
atepac,atepacp2,extends WhebAction,public class ResponsibilityAction extends WhebAction {
atepac,atepacp4,extends WhebAction,public class AtePacP4Action extends WhebAction {
atepac,atepacp4,@TasyFeature,"@TasyFeature(""AtePacP4"")"
atepac,atepacp4,extends WhebAction,public class PanelConfigurableAction extends WhebAction {
atepac,atepacp4,@NamedAction,"@NamedAction(name = ""AtePacP4.AtendimentoPaciente15917Action"", referedInterface = WCPanelAction.class)"
atepac,atepacp6,@TasyFeature,"@TasyFeature(""AtePacP6"")"
atepac,atepacp6,extends WhebAction,public class PatientClassificationWdlgAction extends WhebAction {
atepac,atepacpb,extends WhebAction,public class AtePacPBAction extends WhebAction {
atepac,atepacpb,@TasyFeature,"@TasyFeature(""AtePacPB"")"
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""atePacPB.AtivarAvaliacaoAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpb,extends DefaultCommand,public class MedAvaliacaoPaciente20805WDBP extends DefaultCommand {
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""atePacPB.AtivarPacienteAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpb,extends DefaultCommand,public class RpPacienteReabilitacao11120WDBP extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpLicenca11139WDBP extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpEquipamentoWDBP extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpTratamento11129WDBPHandler extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpPacModeloAgendamento11141WDBPHandler extends DefaultCommand {
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""atePacPB.AtivarEvolucaoAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpb,extends DefaultCommand,public class EvolucaoPaciente11136WDBP extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpAprovTratamento11134WDBP extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpEvolucaoPacienteNewRecordHandler extends DefaultCommand {
atepac,atepacpb,extends DefaultCommand,public class RpPacAgendIndividual11137WDBPHandler extends DefaultCommand {
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""PlanningAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpb,extends DefaultCommand,public class ModeloItemsCommon extends DefaultCommand{
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""atePacPB.AtivarCdAgendaAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""atePacPB.AtivarListaEsperaModeloAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpb,extends DefaultCommand,public class RpListaEsperaModelo11097Handler extends DefaultCommand{
atepac,atepacpb,@NamedAction,"@NamedAction(name = ""atepacpb.AtivarListaEsperaCursoAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpd,@TasyFeature,"@TasyFeature(""AtePacPD"")"
atepac,atepacpd,extends WhebAction,public class CollectivePrescriptionAction extends WhebAction {
atepac,atepacpe,@TasyFeature,"@TasyFeature(""AtePacPE"")"
atepac,atepacpe,extends WhebAction,public class AnamneseAction extends WhebAction {
atepac,atepacpe,extends WhebAction,public class DiagnosisAction extends WhebAction {
atepac,atepacpe,@W,"@WDynamicFormMetadataInterceptor(value = ""AtePacPE.linikerWDF"")"
atepac,atepacpf,@TasyFeature,"@TasyFeature(""AtePacPF"")"
atepac,atepacpg,@TasyFeature,"@TasyFeature(""AtePacPGItem"")"
atepac,atepacpg,@TasyFeature,"@TasyFeature(""AtePacPGIvc"")"
atepac,atepacpg,@TasyFeature,"@TasyFeature(""AtePacPGMaster"")"
atepac,atepacpg,@TasyFeature,"@TasyFeature(""AtePacPGPrescription"")"
atepac,atepacpg,@TasyFeature,"@TasyFeature(""AtePacPG"")"
atepac,atepacpg,extends DefaultCommand,public class NursePendingWDLGHandler extends DefaultCommand {
atepac,atepacpg,extends DefaultCommand,public class PatientHabitAddictionHandler extends DefaultCommand {
atepac,atepacpg,@NamedAction,"@NamedAction(name=""AtePacPGActivationClinicalNotesAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""atepacpg.AtePacPGActivationConsultLevelCcgAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGActivationConsultProcessesAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name=""AtePacPGActivationManagementAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name=""AtePacPGActivationPatientInconsistenciesAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGActivationPatientsAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGActivationTubesAndLinesConsultationAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGActiveEquipamentConsultationWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGAtivarInconsistenciaAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGNursingInterventionAssociatedItemsWCPActivation"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,extends WhebAction,public class AtePacPGWarningsAction extends WhebAction {
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(414980)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415001)
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPG.AssociatedItemsDLGAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,extends WhebAction,public class MarkScienceOnItemsWDLG extends WhebAction {
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""EnableLookupPrescriptionNrAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacpg,extends WhebAction,public class GlycemiaChange extends WhebAction {
atepac,atepacpg,extends WhebAction,public class ItemAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class IVCAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class IvcChange extends WhebAction {
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGActivationItemsManagementAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPGActivationItemsManagementActionHoudini"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,extends WhebAction,public class ManagementActivation extends WhebAction {
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(value = 716003) // cpanel code
atepac,atepacpg,extends WhebAction,public class ManagementInterceptor extends WhebAction implements WCPanelDataSourceInterceptorInterface {
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""ScienceOnItems"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,extends WhebAction,public class ManagementMedicinesAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class ChangeStatusAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class TimeLineADEPUtils extends WhebAction {
atepac,atepacpg,extends WhebAction,public class ManagementNutritionAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class ReportEMarWDLGAction extends WhebAction {
atepac,atepacpg,@NamedAction,"@NamedAction(name=""AtePacPGActivationOncologicTreatmentAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpg,extends WhebAction,public class AtePacPGFilter extends WhebActionConsulta {
atepac,atepacpg,extends WhebAction,public class AtePacPGFilterAdapter extends WhebActionConsulta {
atepac,atepacpg,extends WhebAction,public class OncologicTreatmentAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class ConsistsAccessPEPTabAction extends WhebAction {
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""IeEvolucaoClinicaLookupAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacpg,extends DefaultCommand,public class VitalSignsAndGeneralMonitoringAction extends DefaultCommand {
atepac,atepacpg,extends DefaultCommand,public class ClinicalNotes78500WDBPAction extends DefaultCommand {
atepac,atepacpg,extends DefaultCommand,public class ClinicalNotes78500WDBPActionOnNewRecord extends DefaultCommand {
atepac,atepacpg,extends WhebAction,public class EvolutionAction extends WhebAction {
atepac,atepacpg,extends DefaultCommand,public class MedicationReconciliationWDBPActionOnNewRecord extends DefaultCommand {
atepac,atepacpg,extends DefaultCommand,public class PatientMedicUseWDBPAction extends DefaultCommand {
atepac,atepacpg,extends WhebAction,public class EscalasSVAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class RegistrationOfVitalSignals extends WhebAction{
atepac,atepacpg,extends WhebAction,public class RegistrationOfVitalSignalsAdepAction extends WhebAction{
atepac,atepacpg,@W,"@WDynamicFormMetadataInterceptor(""AtePacPGActivationRegistrationOfVitalSignalsWDFAction"")"
atepac,atepacpg,extends DefaultCommand,public class VitalSignsAndGeneralMonitoringActionOnInsertUpdate extends DefaultCommand {
atepac,atepacpg,extends WhebAction,public class ConsistenciesPrescriptionChange extends WhebAction {
atepac,atepacpg,extends WhebAction,public class PrescriptionChange extends WhebAction {
atepac,atepacpg,extends WhebAction,public class PrescriptionRelease  extends WhebAction {
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPG.SignatureDigitalAction"", referedInterface = WSignatureAction.class)"
atepac,atepacpg,extends WhebAction,public class SuspendItemAction extends WhebAction {
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""AtePacPG.ConsultHistoryMaterialAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpg,extends WhebAction,public class DiluicaoWDLGP extends WhebAction{
atepac,atepacpg,extends DefaultCommand,public class ExecutingAssistantPhysiciansDBP extends DefaultCommand {
atepac,atepacpg,extends WhebAction,public class LabelHMWDLGAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class OrientationPreparationProcedureWDLG extends WhebAction {
atepac,atepacpg,extends WhebAction,public class RegisterGlucoseLevelManagementCCGWDLGAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class RegisterGlycemicLevelGestaoCCGBtnCancel extends WhebAction {
atepac,atepacpg,extends WhebAction,public class SaeManagementAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class SuspendDietAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class SuspendGasTherapyAction extends WhebAction{
atepac,atepacpg,extends WhebAction,public class VitalSignsMonitoringDLGAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class VitalSignsMonitoringSAE extends WhebAction {
atepac,atepacpg,extends DefaultCommand,public class EducationPlanWDBPHandler extends DefaultCommand{
atepac,atepacpg,@NamedAction,"@NamedAction(name = ""FlowsheetPatientsAction"", referedInterface = FlowsheetAction.class)"
atepac,atepacpg,extends WhebAction,public class FinishInfusionAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class HemotherapyAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class InterruptInfusionAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class RestartInfusionAction extends WhebAction {
atepac,atepacpg,extends WhebAction,public class FleurySuspensionEvent extends WhebAction {
atepac,atepacpg,extends WhebAction,public class AtePac_PGGNFunctions extends WhebAction {
atepac,atepacpg,extends WhebAction,public class AtePac_PGGNProcedures extends WhebAction {
atepac,atepacpg,extends WhebAction,public class AtePac_PGGNQueries extends WhebAction {
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(414980)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415980)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415001)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415468)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415516)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415327)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(416046)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415568)
atepac,atepacpg,@W,@WCPanelDataSourceInterceptor(415381)
atepac,atepacpi,@TasyFeature,"@TasyFeature(""AtePacPI"")"
atepac,atepacpl,extends WhebAction,public class AtePacPLGenericMethods extends WhebAction{
atepac,atepacpl,extends WhebAction,public class AtePacPLTextUtils extends WhebAction {
atepac,atepacpl,@TasyFeature,"@TasyFeature(""AtePacPL"")"
atepac,atepacpl,extends WhebAction,public class AnexarArquivosAction extends WhebAction{
atepac,atepacpl,extends WhebAction,public class LaudoPacienteWDBPAction extends WhebAction {
atepac,atepacpl,extends DefaultCommand,public class LaudoPacienteWDBPInsertUpdateHandler extends DefaultCommand {
atepac,atepacpl,extends DefaultCommand,public class LaudoPacienteWDBPNewHandler extends DefaultCommand {
atepac,atepacpl,extends WhebAction,public class ImagemPacProtExternoWDBPAction extends WhebAction{
atepac,atepacpl,extends DefaultCommand,public class ImagemPacProtExternoWDBPHandler extends DefaultCommand{
atepac,atepacpl,@NamedAction,"@NamedAction(name = ""atepacpl.AtivarExamesExternosNaoLaboratoriaisAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpl,extends DefaultCommand,public class SaveFileOnDataBaseAction extends DefaultCommand {
atepac,atepacpn,@TasyFeature,"@TasyFeature(""AtePacPN"")"
atepac,atepacpo,@TasyFeature,"@TasyFeature(""AtePacPO"")"
atepac,atepacpo,@NamedAction,"@NamedAction(name = ""atepacpo.AtivarPacientesGPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpo,@NamedAction,"@NamedAction(name = ""atepacpo.regraSetorWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpo,@NamedAction,"@NamedAction(name = ""AtePacPO.GestaoWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpo,extends WhebAction,public class MotivoSuspensaoAction extends WhebAction {
atepac,atepacpp,@TasyFeature,"@TasyFeature(""AtePacPP"")"
atepac,atepacpp,@NamedAction,"@NamedAction(name = ""receberTipoLookupAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacpp,extends WhebAction,public class ClassificacaoAction extends WhebAction {
atepac,atepacpp,extends WhebAction,public class EntregarPertencesAction extends WhebAction {
atepac,atepacpp,extends WhebAction,public class EnviarParaSetorAction extends WhebAction {
atepac,atepacpp,extends WhebAction,public class InserirItensPertencesAction extends WhebAction {
atepac,atepacpp,extends WhebAction,public class LiberarPertencesPacienteAction extends WhebAction {
atepac,atepacpp,@NamedAction,"@NamedAction(name = ""AtePacPP.Pendentes21230Action"", referedInterface = WCPanelAction.class)"
atepac,atepacpp,extends DefaultCommand,public class PertencePaciente9103WDBPHandler  extends DefaultCommand {
atepac,atepacpp,extends DefaultCommand,public class PertencePaciente9106WDBPHandler extends DefaultCommand {
atepac,atepacpp,extends DefaultCommand,public class PertencePacienteItem11443WDBPhandler extends DefaultCommand {
atepac,atepacpp,extends WhebAction,public class ReceberPertenceSetorAction extends WhebAction {
atepac,atepacpp,extends WhebAction,public class ReceberTransferenciaPertenceAction extends WhebAction {
atepac,atepacpp,extends WhebAction,public class TransferirPertencesPacienteAction extends WhebAction {
atepac,atepacpr,@TasyFeature,"@TasyFeature(""AtePacPR"")"
atepac,atepacpr,@NamedAction,"@NamedAction(name = ""AtePacPR.ActivateAngularProcessosAction"", referedInterface = WCPanelAction.class)"
atepac,atepacpr,@NamedAction,"@NamedAction(name = ""AtePacPR.ActivatePrescrMaterialFarmWDBPAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpr,@NamedAction,"@NamedAction(name = ""AtePacPR.ActivatePrescrMatHorEnfWDBPAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacpt,@TasyFeature,"@TasyFeature(""AtePacPT"")"
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_AnatomicPathologyBeforePost extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_AnatomicPathologyNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_Protcolo_SubType_Medicacao extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_ProtocoloDispositivoNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_ProtocolOrderSet extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_Protocolo_MedicSolucao extends DefaultCommand{
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_RecommendationsBeforePost extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class AtePacPT_RecommendationsNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class FastingTabBeforePost extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class FastingTabNewRecord extends DefaultCommand{
atepac,atepacpt,extends DefaultCommand,public class HemocomponenteNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtMedicCatTopograficaWDBPNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationGastherapyNewRecordHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationHemodialysisSolutionComponentInsertHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationHemodialysisSolutionComponentNewRecordHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationHemodialysisSolutionComponentUpdateHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationMaterialInsertUpdateHandler extends DefaultCommand{
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationMaterialNewRecordHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationMedicineNewRecordHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationProcedureAssociatedMaterialNewRecordHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationSolutionComponentNewRecordHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocolMedicationSolutionHandlers extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloConsulta8066WDBPNewRecord extends DefaultCommand {
